FT,newEvent,basicEvent,discard,same_as,family,quant1,quant2,quant3,quant4,quant5,method,truncate,support.lower,support.upper,degree.freedom,criteria,comments,addpercentiles,addp1,addq1,basicEventR,expertID
5,NA,FT5-0011,FALSE,NA,beta,1e-12,2e-7,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT50011,Exp17
5,NA,FT5-0011,FALSE,FT50001,beta,1e-6,0.01,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT50011,Exp21
5,NA,FT5-0011,FALSE,NA,beta,0.4,0.6,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT50011,Exp13
5,NA,FT5-0011,FALSE,NA,beta,0.05,0.1,0.2,0.3,0.4,dec,0,NA,NA,NA,SS,,0,NA,NA,FT50011,Exp18
5,NA,FT5-0011,FALSE,NA,beta,1e-5,0.1,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT50011,Exp14
5,NA,FT5-0011,FALSE,NA,beta,0.015,0.09,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,OK but degree of speculation about future behaviour of mutated construct,0,NA,NA,FT50011,Exp4
5,NA,FT5-010,FALSE,NA,beta,1e-10,1e-6,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5010,Exp15
5,NA,FT5-010,FALSE,FT50011,beta,1e-9,1e-6,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT5010,Exp9
5,NA,FT5-010,FALSE,NA,beta,1e-12,1e-11,1e-7,1e-6,1e-5,dec,0,NA,NA,NA,SS,,0,NA,NA,FT5010,Exp16
5,NA,FT5-010,FALSE,NA,beta,0.01,0.05,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5010,Exp6
5,NA,FT5-010,FALSE,NA,beta,1e-9,1e-5,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT5010,Exp21
5,NA,FT5-010,FALSE,NA,beta,1e-7,1e-6,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT5010,Exp12
5,NA,FT5-010,FALSE,NA,beta,1e-6,1e-5,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5010,Exp13
5,NA,FT5-010,FALSE,NA,beta,1e-20,1e-14,1e-13,1e-12,1e-11,tert,0,NA,NA,NA,SS,,0,NA,NA,FT5010,Exp18
5,NA,FT5-010,FALSE,NA,beta,1e-7,1e-4,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5010,Exp14
5,NA,FT5-010,FALSE,NA,beta,1e-10,1e-8,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,OK,0,NA,NA,FT5010,Exp4
5,NA,FT5-1000,FALSE,NA,beta,1e-4,0.01,0.75,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT51000,Exp15
5,NA,FT5-010,FALSE,FT5210 ,beta,1e-12,1e-7,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT5010,Exp17
5,NA,FT5-1000,FALSE,NA,beta,1e-9,1e-4,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT51000,Exp17
5,NA,FT5-1000,FALSE,NA,beta,1e-6,1e-5,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok. ,0,NA,NA,FT51000,Exp13
5,NA,FT5-1000,FALSE,FT30210000,beta,0.001,0.5,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT51000,Exp14
5,NA,FT5-1001,FALSE,FT30210001,beta,1e-5,0.001,0.75,NA,NA,lbubc,0,NA,NA,NA,SS,OK THIS REPLACES EARLIER ELICICATION,0,NA,NA,FT51001,Exp15
5,NA,FT5-1001,FALSE,NA,beta,1e-10,1e-8,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT51001,Exp9
5,NA,FT5-1001,FALSE,FT30210001,beta,1e-4,0.01,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT51001,Exp19
5,NA,FT5-1001,FALSE,NA,beta,1e-12,1e-8,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT51001,Exp17
5,NA,FT5-1001,FALSE,NA,beta,1e-6,1e-5,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT51001,Exp13
5,NA,FT5-1001,FALSE,FT30210001,beta,1e-9,1e-6,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT51001,Exp14
5,NA,FT5-1001,FALSE,NA,beta,5e-8,5e-6,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,OK  assuming that alternative site exists in genome,0,NA,NA,FT51001,Exp4
5,NA,FT5-101,FALSE,FT3021001,beta,1e-9,1e-5,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5101,Exp15
5,NA,FT5-101,FALSE,NA,beta,1e-9,1e-6,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,OK,0,NA,NA,FT5101,Exp9
5,NA,FT5-101,FALSE,FT3021001,lognormal,1e-13,1e-11,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT5101,Exp19
5,NA,FT5-101,FALSE,NA,beta,1e-12,1e-8,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT5101,Exp17
5,NA,FT5-101,FALSE,FT3112001,beta,1e-6,0.1,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT5101,Exp21
5,NA,FT5-101,FALSE,NA,beta,1e-4,0.01,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5101,Exp13
5,NA,FT5-101,FALSE,FT3021001,beta,1e-8,1e-5,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT5101,Exp14
5,NA,FT5-102,FALSE,NA,beta,0.5,0.99,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5102,Exp15
5,NA,FT5-102,FALSE,NA,beta,0.3,0.7,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,OK,0,NA,NA,FT5102,Exp9
5,NA,FT5-102,FALSE,FT3021002,beta,0.8,0.95,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT5102,Exp19
5,NA,FT5-102,FALSE,NA,beta,0.9,0.95,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5102,Exp6
5,NA,FT5-102,FALSE,NA,beta,0.1,0.9,0.86,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT5102,Exp17
5,NA,FT5-102,FALSE,NA,beta,0.3,0.7,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT5102,Exp21
5,NA,FT5-102,FALSE,NA,beta,1e-5,0.001,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5102,Exp13
5,NA,FT5-102,FALSE,NA,beta,0.9,0.99,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5102,Exp14
5,NA,FT5-103,FALSE,NA,constant,1,1,1,1,1,constant,NA,NA,NA,NA,NA,KRH: Discovered 251114,0,NA,NA,FT5103,Exp16
5,NA,FT5-10300,TRUE,NA,beta,1e-5,0.01,0.75,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT510300,Exp15
5,NA,FT5-10300,FALSE,NA,beta,0.01,0.2,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,Amended following feedback report,0,NA,NA,FT510300,Exp15
5,NA,FT5-10300,FALSE,NA,beta,1e-6,0.001,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT510300,Exp17
5,NA,FT5-10300,FALSE,FT311200310,beta,0.01,0.2,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT510300,Exp21
5,NA,FT5-10300,FALSE,NA,beta,0.05,0.6,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT510300,Exp14
5,NA,FT5-10301,TRUE,NA,beta,0.001,0.3,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT510301,Exp15
5,NA,FT5-10301,FALSE,NA,beta,0.01,0.3,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,Amended following feedback report,0,NA,NA,FT510301,Exp15
5,NA,FT5-10301,FALSE,FT302100411,beta,0.6,0.8,0.75,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT510301,Exp19
5,NA,FT5-10301,FALSE,NA,beta,0.5,0.9,0.851,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT510301,Exp17
5,NA,FT5-10301,FALSE,FT311200311,beta,0.5,0.95,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT510301,Exp21
5,NA,FT5-10301,FALSE,FT302100411 ,beta,0.75,0.85,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT510301,Exp13
5,NA,FT5-10301,FALSE,NA,beta,0.2,0.8,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT510301,Exp14
5,NA,FT5-10302,FALSE,NA,beta,0.001,0.1,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT510302,Exp15
5,NA,FT5-10302,FALSE,NA,beta,0.6,0.9,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT510302,Exp17
5,NA,FT5-10302,FALSE,FT311200312,beta,0.001,0.1,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT510302,Exp21
5,NA,FT5-10302,FALSE,FT302100412 ,beta,0.25,0.75,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT510302,Exp13
5,NA,FT5-10302,FALSE,FT302100412,beta,0.6,0.99,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT510302,Exp14
5,NA,FT5-1031a,FALSE,NA,beta,1e-4,0.1,0.75,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT51031a,Exp15
5,NA,FT5-1031a,FALSE,NA,beta,0.3,0.7,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT51031a,Exp17
5,NA,FT5-1031a,FALSE,NA,beta,0.4,0.8,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT51031a,Exp21
5,NA,FT5-1031a,FALSE,FT30210040a,beta,0.9,0.99,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT51031a,Exp13
5,NA,FT5-1031a,FALSE,FT30210040a,beta,1e-5,0.1,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT51031a,Exp14
5,NA,FT5-1031b,FALSE,NA,beta,1e-7,1e-5,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT51031b,Exp15
5,NA,FT5-1031b,FALSE,NA,beta,1e-12,1e-6,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT51031b,Exp17
5,NA,FT5-1031b,FALSE,NA,beta,0.01,0.1,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT51031b,Exp21
5,NA,FT5-1031b,FALSE,FT30210040b,beta,1e-5,0.001,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT51031b,Exp13
5,NA,FT5-1031b,FALSE,FT30210040b,beta,1e-9,1e-6,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT51031b,Exp14
5,NA,FT5-110,FALSE,FT3021010,beta,1e-9,1e-5,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5110,Exp15
5,NA,FT5-110,FALSE,NA,beta,1e-9,1e-6,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,OK,0,NA,NA,FT5110,Exp9
5,NA,FT5-110,FALSE,FT3021001,lognormal,1e-13,1e-11,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT5110,Exp19
5,NA,FT5-110,FALSE,NA,beta,0.9,0.95,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5110,Exp6
5,NA,FT5-110,FALSE,NA,beta,1e-12,1e-8,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT5110,Exp17
5,NA,FT5-110,TRUE,NA,beta,0.01,0.1,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT5110,Exp21
5,NA,FT5-110,FALSE,NA,beta,0.001,0.01,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT5110,Exp21
5,NA,FT5-110,FALSE,FT3021010 ,beta,0.85,0.99,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5110,Exp13
5,NA,FT5-110,FALSE,FT3021010,beta,1e-8,0.001,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5110,Exp14
5,NA,FT5-111,FALSE,NA,beta,0.5,0.99,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5111,Exp15
5,NA,FT5-111,FALSE,NA,beta,1e-9,1e-6,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT5111,Exp9
5,NA,FT5-111,FALSE,FT3021002,beta,0.8,0.95,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT5111,Exp19
5,NA,FT5-111,TRUE,FT5102,beta,0.9,0.95,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5111,Exp6
5,NA,FT5-111,FALSE,FT5102,beta,0.9,0.95,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5111,Exp6
5,NA,FT5-111,FALSE,NA,beta,0.1,0.9,0.86,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT5111,Exp17
5,NA,FT5-111,FALSE,FT3021011 ,beta,0.85,0.99,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5111,Exp13
5,NA,FT5-111,FALSE,NA,beta,0.8,0.99,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5111,Exp14
5,NA,FT5-112,FALSE,FT5103,constant,1,1,1,1,1,constant,NA,NA,NA,NA,NA,KRH: Discovered 251114,0,NA,NA,FT5112,Exp16
5,NA,FT5-1120,FALSE,FT30210130,beta,1e-7,0.01,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT51120,Exp15
5,NA,FT5-1120,FALSE,NA,beta,1e-9,1e-6,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT51120,Exp9
5,NA,FT5-1120,FALSE,NA,beta,1e-8,1e-5,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT51120,Exp17
5,NA,FT5-111,FALSE,FT5124,beta,0.01,0.4,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT5111,Exp21
5,NA,FT5-1120,FALSE,NA,beta,0.3,0.8,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT51120,Exp21
5,NA,FT5-1120,FALSE,FT30210130 ,beta,1e-4,0.002,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT51120,Exp13
5,NA,FT5-1120,FALSE,FT30210130,beta,1e-7,0.01,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT51120,Exp14
5,NA,FT5-1121,FALSE,NA,beta,1e-10,1e-6,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT51121,Exp17
5,NA,FT5-1121,TRUE,NA,beta,0.01,0.3,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT51121,Exp21
5,NA,FT5-1121,FALSE,NA,beta,0.6,0.9,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT51121,Exp21
5,NA,FT5-1121,FALSE,NA,beta,1e-7,1e-4,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT51121,Exp14
5,NA,FT5-11210,FALSE,FT302101310,beta,1e-8,1e-5,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT511210,Exp15
5,NA,FT5-11210,FALSE,FT302101310 ,beta,1e-5,5e-4,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT511210,Exp13
5,NA,FT5-11211,FALSE,FT302101311,beta,1e-5,5e-4,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT511211,Exp13
5,NA,FT5-120,FALSE,FT302110,beta,1e-9,1e-6,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5120,Exp15
5,NA,FT5-120,FALSE,NA,beta,1e-6,1e-4,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,OK,0,NA,NA,FT5120,Exp9
5,NA,FT5-120,FALSE,NA,constant,1,1,1,1,1,constant,NA,NA,NA,NA,NA,,0,NA,NA,FT5120,Exp19
5,NA,FT5-120,FALSE,NA,beta,1e-9,1e-7,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT5120,Exp17
5,NA,FT5-120,TRUE,NA,beta,1e-4,0.01,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT5120,Exp21
5,NA,FT5-120,FALSE,NA,beta,1e-5,0.001,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT5120,Exp21
5,NA,FT5-120,FALSE,FT302110 ,beta,1e-4,0.001,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5120,Exp13
5,NA,FT5-120,FALSE,FT302110,beta,1e-6,0.01,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT5120,Exp14
5,NA,FT5-121,FALSE,FT302111,beta,1e-4,0.05,0.6,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5121,Exp15
5,NA,FT5-121,FALSE,NA,beta,0.1,0.5,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,OK,0,NA,NA,FT5121,Exp9
5,NA,FT5-121,TRUE,NA,beta,1e-8,1e-5,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT5121,Exp17
5,NA,FT5-121,FALSE,NA,beta,1e-7,1e-4,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT5121,Exp17
5,NA,FT5-121,TRUE,NA,beta,1e-5,0.001,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT5121,Exp21
5,NA,FT5-121,FALSE,NA,beta,0.01,0.5,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT5121,Exp21
5,NA,FT5-121,FALSE,FT302111 ,beta,0.01,0.5,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5121,Exp13
5,NA,FT5-121,FALSE,FT302111,beta,0.001,0.9,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5121,Exp14
5,NA,FT5-122,FALSE,NA,constant,1,1,1,NA,NA,constant,NA,NA,NA,NA,NA,,0,NA,NA,FT5122,Exp15
5,NA,FT5-122,FALSE,NA,beta,0.95,0.995,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,OK,0,NA,NA,FT5122,Exp9
5,NA,FT5-122,FALSE,NA,constant,1,1,1,1,1,constant,NA,NA,NA,NA,NA,,0,NA,NA,FT5122,Exp19
5,NA,FT5-122,FALSE,NA,constant,1,1,1,NA,NA,constant,NA,NA,NA,NA,NA,NA,0,NA,NA,FT5122,Exp6
5,NA,FT5-122,TRUE,NA,beta,0.8,0.95,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT5122,Exp17
5,NA,FT5-122,TRUE,NA,beta,0.8,0.99,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT5122,Exp17
5,NA,FT5-122,FALSE,NA,beta,0.8,0.999,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT5122,Exp17
5,NA,FT5-122,FALSE,NA,beta,0.6,0.99,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT5122,Exp21
5,NA,FT5-122,FALSE,FT302112 ,beta,0.95,0.99,0.99,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5122,Exp13
5,NA,FT5-122,FALSE,NA,beta,0.2,0.95,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5122,Exp14
5,NA,FT5-123,FALSE,FT302113,beta,1e-7,0.001,0.75,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5123,Exp15
5,NA,FT5-123,FALSE,NA,beta,0.05,0.2,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,OK,0,NA,NA,FT5123,Exp9
5,NA,FT5-123,FALSE,FT50000,beta,0.05,0.1,0.4,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5123,Exp6
5,NA,FT5-123,FALSE,NA,beta,1e-9,1e-5,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT5123,Exp17
5,NA,FT5-123,FALSE,NA,beta,0.6,0.99,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT5123,Exp21
5,NA,FT5-123,FALSE,FT3-02113 ,beta,1e-5,5e-4,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5123,Exp13
5,NA,FT5-123,FALSE,NA,beta,1e-9,0.001,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5123,Exp14
5,NA,FT5-124,FALSE,NA,beta,0.01,0.8,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5124,Exp15
5,NA,FT5-124,FALSE,NA,beta,0.3,0.8,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,OK,0,NA,NA,FT5124,Exp9
5,NA,FT5-124,FALSE,NA,constant,1,1,1,1,1,constant,NA,NA,NA,NA,NA,,0,NA,NA,FT5124,Exp19
5,NA,FT5-124,FALSE,FT5102,beta,0.9,0.95,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5124,Exp6
5,NA,FT5-124,FALSE,NA,beta,0.01,0.4,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT5124,Exp21
5,NA,FT5-124,FALSE,FT302114 ,beta,0.85,0.95,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5124,Exp13
5,NA,FT5-124,FALSE,NA,beta,0.001,0.05,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5124,Exp14
5,NA,FT5-125,FALSE,FT302115,beta,1e-5,0.1,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5125,Exp15
5,NA,FT5-125,FALSE,NA,beta,0.4,0.7,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,OK,0,NA,NA,FT5125,Exp9
5,NA,FT5-125,FALSE,NA,beta,2e-4,0.25,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT5125,Exp17
5,NA,FT5-125,FALSE,NA,beta,0.5,0.99,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT5125,Exp21
5,NA,FT5-125,FALSE,NA,beta,0.1,0.9,0.85,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT5125,Exp14
5,NA,FT5-125,FALSE,NA,beta,0.8,0.98,0.5,NA,NA,lbubc,0,NA,NA,NA,SS,OK,0,NA,NA,FT5125,Exp4
5,NA,FT5-0000,FALSE,FT302000,beta,1e-6,3e-4,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT50000,Exp8
5,NA,FT5-0001,FALSE,FT302002,beta,0.001,0.02,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT50001,Exp8
5,NA,FT5-0010,FALSE,FT302000,beta,1e-6,3e-4,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT50010,Exp8
5,NA,FT5-0011,FALSE,FT302002,beta,0.001,0.02,0.95,NA,NA,lbubc,0,NA,NA,NA,SS,,0,0,NA,FT50011,Exp8
5,NA,FT5-010,FALSE,NA,constant,0,0,0,NA,NA,constant,NA,NA,NA,NA,NA,,0,NA,NA,FT5010,Exp8
5,NA,FT5-2000,FALSE,FT52010,beta,1e-8,0.01,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT52000,Exp17
5,NA,FT5-2000,FALSE,NA,beta,0.1,0.3,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT52000,Exp21
5,NA,FT5-2000,FALSE,FT50000,beta,0.05,0.1,0.4,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT52000,Exp6
5,NA,FT5-2001,FALSE,NA,beta,0.001,0.1,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT52001,Exp15
5,NA,FT5-2001,FALSE,NA,beta,1e-7,2e-5,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT52001,Exp17
5,NA,FT5-2001,FALSE,NA,beta,0.5,0.9,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT52001,Exp21
5,NA,FT5-2001,FALSE,NA,beta,0.4,0.6,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT52001,Exp13
5,NA,FT5-2001,FALSE,NA,beta,1e-4,0.1,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT52001,Exp14
5,NA,FT5-2001,FALSE,NA,beta,0.6,0.8,0.4,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT52001,Exp6
5,NA,FT5-2010,FALSE,NA,beta,1e-8,0.01,0.9,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT52010,Exp17
5,NA,FT5-2010,FALSE,FT52000,beta,0.1,0.3,0.7,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT52010,Exp21
5,NA,FT5-2011,FALSE,NA,beta,0.001,0.1,0.75,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT52011,Exp15
5,NA,FT5-2011,FALSE,NA,beta,0.4,0.9,0.85,NA,NA,lbubc,0,NA,NA,NA,SS,,0,NA,NA,FT52011,Exp17
5,NA,FT5-2011,FALSE,NA,beta,0.7,0.99,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,NA,0,NA,NA,FT52011,Exp21
5,NA,FT5-2011,FALSE,NA,beta,0.4,0.6,0.8,NA,NA,lbubc,0,NA,NA,NA,SS,ok,0,NA,NA,FT52011,Exp13
